name,country,avgTenure,avgAge,percentWomen,cap,industry,industryTenure,industryAge,industryWomen,globalTenure,globalAge,globalWomen,countryTenure,countryAge,countryWomen
Town Centre Securities plc,UK,8.4,55.1,0,0.2013,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"8x8, Inc.",US,7.1,55.1,0,1.3541,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
Henry Boot plc,UK,7,55.1,14.3,0.3158,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"HealthEquity, Inc.",US,6.6,55.1,11.1,1.742,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Accor,France,6.5,55.1,40,11.7831,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
Bellway plc,UK,6.1,55.1,14.3,3.2091,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Liberty Holdings Ltd,South Africa,6,55.1,15.4,2.5365,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
"Limelight Networks, Inc.",US,6,55.1,0,0.1665,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Outerwall Inc.,US,5.9,55.1,14.3,0.7585,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Cairn Energy plc,UK,5.6,55.1,11.1,1.5371,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
Experian plc,UK,4.7,55.1,11.1,18.7298,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"Papa Murphy's Holdings, Inc.",US,4.3,55.1,11.1,0.122,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Engie,France,3.6,55.1,55,40.7909,Utilities,6.4,59.97,21,7.4,60,17,6.58443621,56.8279513,38
Marks and Spencer Group plc,UK,3.2,55.1,36.4,7.0211,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Chemring Group plc,UK,3.1,55.1,14.3,0.4739,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Osram Licht AG,Germany,2.9,55.1,16.7,5.6722,Industrials,7.44,60.22,17,7.4,60,17,6.03255814,57.39255814,24
"Malibu Boats, Inc.",US,1.4,55.1,0,0.2401,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Wm Morrison Supermarkets plc,UK,1.1,55.1,25,5.6308,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
Bega Cheese Ltd.,Australia,14,55,12.5,0.6596,Consumer Staples,7.41,59.11,21,7.4,60,17,5.81913775,59.75394322,24
"Medidata Solutions, Inc.",US,11.4,55,0,2.7084,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Games Workshop Group plc,UK,10.8,55,33.3,0.1953,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Proofpoint, Inc.",US,10.1,55,14.3,2.7619,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
UK Mail Group plc,UK,9.7,55,14.3,0.226,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
XP Power Ltd,UK,9.4,55,12.5,0.39,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Remy Cointreau,France,8.7,55,41.7,4.1756,Consumer Staples,7.41,59.11,21,7.4,60,17,6.58443621,56.8279513,38
Altisource Portfolio Solutions S.A.,US,6.5,55,0,0.5141,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Moss Bros Group plc,UK,6,55,40,0.1294,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Persimmon plc,UK,5.9,55,25,6.4343,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Walker & Dunlop, Inc.",US,5.7,55,14.3,0.751,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Stuart Olson Inc.,Canada,5.4,55,12.5,0.1393,Industrials,7.44,60.22,17,7.4,60,17,7.662806089,60.97683653,17
MAN SE,Germany,5.1,55,18.8,15.2741,Industrials,7.44,60.22,17,7.4,60,17,6.03255814,57.39255814,24
"Teladoc, Inc.",US,5.1,55,0,0.5985,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Genocea Biosciences, Inc.",US,5.1,55,14.3,0.1231,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Splunk Inc.,US,5,55,20,7.8014,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Saipem,Italy,5,55,33.3,4.6253,Energy,7,60.92,12,7.4,60,17,6.869612069,57.98599138,25
Kumba Iron Ore Ltd,South Africa,5,55,40,3.0336,Materials,6.88,60.08,16,7.4,60,17,7.472007722,56.06949807,21
Clariant AG,Switzerland,4.6,55,30,5.8584,Materials,6.88,60.08,16,7.4,60,17,6.63956044,58.88351648,18
LG Household & Health Care Ltd.,South Korea,4.3,55,0,15.3816,Consumer Staples,7.41,59.11,21,7.4,60,17,3.488721805,57.96491228,2
Fortescue Metals Group Ltd.,Australia,4.1,55,30,9.9901,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
"Agile Therapeutics, Inc.",US,4,55,14.3,0.2012,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
easyJet plc,UK,3.6,55,30,6.0157,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Braskem S.A.,Brazil,3.4,55,18.2,3.875,Materials,6.88,60.08,16,7.4,60,17,4.684322034,58.40042373,6
Redefine International plc,UK,3.4,55,9.1,1.0304,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"TG Therapeutics, Inc.",US,3.4,55,0,0.3184,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Aurizon Holdings Ltd.,Australia,3.3,55,25,7.935,Industrials,7.44,60.22,17,7.4,60,17,5.81913775,59.75394322,24
"Invuity, Inc.",US,3.2,55,0,0.1398,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"RTI Surgical, Inc.",US,3.1,55,7.7,0.2205,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Party City Holdco Inc.,US,3,55,9.1,1.8435,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Moncler SpA,Italy,2.8,55,27.3,3.9946,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.869612069,57.98599138,25
"Bojangles', Inc.",US,2.8,55,10,0.6265,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Dream Unlimited Corp.,Canada,2.5,55,62.5,0.4782,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Sulzer AG,Switzerland,2.4,55,12.5,3.2428,Industrials,7.44,60.22,17,7.4,60,17,6.63956044,58.88351648,18
"Organovo Holdings, Inc.",US,2.3,55,16.7,0.3585,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Bashneft PJSOC,Russia,1.9,55,0,7.2419,Energy,7,60.92,12,7.4,60,17,4.133909287,51.47084233,6
Altisource Residential Corporation,US,1.6,55,0,0.4999,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Industrial Bank Co., Ltd.",China,1.5,55,7.1,44.1455,Financials,7.92,60.71,18,7.4,60,17,2.422264875,52.7696737,11
Aurobindo Pharma Ltd.,India,12.2,54.9,10,6.6311,Health Care,7.13,60.28,16,7.4,60,17,8.233502538,61.66497462,12
Ipsos,France,10.3,54.9,27.3,1.3254,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
Hosken Consolidated Investments Ltd,South Africa,10,54.9,22.2,0.8795,Industrials,7.44,60.22,17,7.4,60,17,7.472007722,56.06949807,21
"Domino's Pizza, Inc.",US,8.6,54.9,12.5,6.8059,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
A.P. Moeller - Maersk A/S,Denmark,7.4,54.9,25,25.7159,Industrials,7.44,60.22,17,7.4,60,17,5.618811881,54.96039604,27
Nostrum Oil & Gas plc,UK,6.6,54.9,0,0.7469,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
"Echo Global Logistics, Inc.",US,6.1,54.9,14.3,0.7248,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"BUILD-A-BEAR WORKSHOP, INC.",US,6,54.9,50,0.2202,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Societa Iniziative Autostradali e Servizi SpA (SIAS),Italy,5.7,54.9,26.7,2.0444,Industrials,7.44,60.22,17,7.4,60,17,6.869612069,57.98599138,25
Hammerson plc,UK,5.5,54.9,20,5.5862,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Zeder Investments Ltd,South Africa,5.5,54.9,10,0.7498,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
Shanks Group plc,UK,5,54.9,14.3,0.537,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"Carbylan Therapeutics, Inc.",US,4.3,54.9,0,0.0173,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Bluescope Steel Ltd.,Australia,4.1,54.9,25,3.5744,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
"Freshpet, Inc.",US,4.1,54.9,0,0.3475,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Genworth MI Canada Inc.,Canada,4,54.9,22.2,2.4314,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
AmorePacific Corp.,South Korea,3.9,54.9,12.5,21.7955,Consumer Staples,7.41,59.11,21,7.4,60,17,3.488721805,57.96491228,2
Zoopla Property Group plc,UK,3.6,54.9,20,1.5486,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
"Trevena, Inc.",US,3.5,54.9,50,0.3501,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Hyundai Department Store Co.,South Korea,3,54.9,0,2.6752,Consumer Discretionary,7.57,59.12,20,7.4,60,17,3.488721805,57.96491228,2
"Investment Technology Group, Inc.",US,2.9,54.9,0,0.5895,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Shanghai International Port (Group) Co., Ltd.",China,2.6,54.9,0,18.5322,Industrials,7.44,60.22,17,7.4,60,17,2.422264875,52.7696737,11
Aldermore Group plc,UK,2.6,54.9,20,0.6462,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Moelis & Company,US,2.6,54.9,12.5,0.5165,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Anima Holding S.P.A.,Italy,2.2,54.9,44.4,1.4948,Financials,7.92,60.71,18,7.4,60,17,6.869612069,57.98599138,25
Gaztransport et Technigaz,France,2.1,54.9,33.3,1.1241,Energy,7,60.92,12,7.4,60,17,6.58443621,56.8279513,38
"BioScrip, Inc.",US,1.9,54.9,14.3,0.3075,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Huntsworth plc,UK,1.5,54.9,25,0.1647,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
PSG Group Ltd,South Africa,10.8,54.8,7.1,3.0032,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
Electronic Arts Inc.,US,8.5,54.8,20,23.4566,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Famous Brands Ltd,South Africa,8.5,54.8,23.1,0.9247,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.472007722,56.06949807,21
Bouygues,France,8.2,54.8,43.8,10.31,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Grifols SA,Spain,7.2,54.8,30.8,13.6807,Health Care,7.13,60.28,16,7.4,60,17,7.459330144,60.57655502,18
Paradise Co.,South Korea,6.6,54.8,0,1.2115,Consumer Discretionary,7.57,59.12,20,7.4,60,17,3.488721805,57.96491228,2
KAZ Minerals plc,UK,6.4,54.8,12.5,0.7925,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Orpea,France,6.3,54.8,30,4.9714,Health Care,7.13,60.28,16,7.4,60,17,6.58443621,56.8279513,38
"PennyMac Financial Services, Inc.",US,6.2,54.8,11.1,0.2941,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Nampak Ltd,South Africa,5.7,54.8,30.8,0.9733,Materials,6.88,60.08,16,7.4,60,17,7.472007722,56.06949807,21
"RingCentral, Inc.",US,5.6,54.8,20,1.606,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Unibail-Rodmaco SE,France,5.2,54.8,40,25.546,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
"Dave & Buster's Entertainment, Inc.",US,4.9,54.8,22.2,1.9835,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Five9, Inc.",US,4.9,54.8,11.1,0.6271,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Compass Group plc,UK,4.6,54.8,27.3,31.5772,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
HERA SPA,Italy,4.6,54.8,21.4,4.0184,Utilities,6.4,59.97,21,7.4,60,17,6.869612069,57.98599138,25
JBS S.A.,Brazil,4.3,54.8,0,8.8549,Consumer Staples,7.41,59.11,21,7.4,60,17,4.684322034,58.40042373,6
Ferrari NV,Netherlands,4.3,54.8,30.8,8.0191,Consumer Discretionary,7.57,59.12,20,7.4,60,17,4.58839779,59.22928177,25
"Square, Inc.",US,4.1,54.8,25,3.7798,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Chr.Hansen Holdings A/S,Denmark,4,54.8,20,8.221,Materials,6.88,60.08,16,7.4,60,17,5.618811881,54.96039604,27
Seadrill Limited,US,4,54.8,25,1.5965,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
TT electronics plc,UK,4,54.8,0,0.2802,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
Scor Se,France,3.9,54.8,41.7,5.6454,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
Metcash Ltd,Australia,3.9,54.8,28.6,1.3622,Consumer Staples,7.41,59.11,21,7.4,60,17,5.81913775,59.75394322,24
STMicroelectronics NV,Netherlands,3.8,54.8,33.3,5.4483,Information Technology,7.58,59.27,15,7.4,60,17,4.58839779,59.22928177,25
"Relypsa, Inc.",US,3.1,54.8,12.5,0.9249,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Quantum Corporation,US,3,54.8,0,0.1212,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
PPC Ltd,South Africa,2.8,54.8,33.3,0.2914,Materials,6.88,60.08,16,7.4,60,17,7.472007722,56.06949807,21
"Pernix Therapeutics Holdings, Inc.",US,2.8,54.8,0,0.0318,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Qingdao Haier Co., Ltd.",China,2.6,54.8,11.1,9.4251,Consumer Discretionary,7.57,59.12,20,7.4,60,17,2.422264875,52.7696737,11
Yuhan Corp.,South Korea,1.8,54.8,0,3.1235,Health Care,7.13,60.28,16,7.4,60,17,3.488721805,57.96491228,2
"Communications Sales & Leasing, Inc.",US,1,54.8,25,4.5957,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Sports Direct International plc,UK,11,54.7,14.3,2.0711,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Itausa, Investimentos Itau S.A.",Brazil,10.3,54.7,0,18.3032,Financials,7.92,60.71,18,7.4,60,17,4.684322034,58.40042373,6
Greene King plc,UK,9.9,54.7,14.3,3.1341,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Discovery Limited,South Africa,9.1,54.7,15,5.4989,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
"Northern Oil and Gas, Inc.",US,7.7,54.7,16.7,0.2992,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
NCC Group plc,UK,7.5,54.7,16.7,1.1066,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
Svenska Handelsbanken AB,Sweden,6.8,54.7,45.5,23.5097,Financials,7.92,60.71,18,7.4,60,17,5.673031026,55.85441527,35
Sandvine Corporation,Canada,6.1,54.7,14.3,0.3475,Information Technology,7.58,59.27,15,7.4,60,17,7.662806089,60.97683653,17
The Navigator Company SA,Portugal,5.9,54.7,0,2.0802,Materials,6.88,60.08,16,7.4,60,17,5.763975155,55.11180124,13
"Entellus Medical, Inc.",US,5.6,54.7,0,0.3425,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Reunert Ltd,South Africa,5.2,54.7,38.5,0.8204,Industrials,7.44,60.22,17,7.4,60,17,7.472007722,56.06949807,21
Carillion plc,UK,4.6,54.7,28.6,1.4381,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Tyman plc,UK,4.6,54.7,28.6,0.6132,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Fibria Celulose SA,Brazil,4.4,54.7,0,3.5307,Materials,6.88,60.08,16,7.4,60,17,4.684322034,58.40042373,6
"Green Brick Partners, Inc.",US,4.1,54.7,28.6,0.3619,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Stonegate Mortgage Corporation,US,4,54.7,0,0.0898,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Grainger plc,UK,3.9,54.7,42.9,1.1777,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"Angie's List, Inc.",US,3.9,54.7,16.7,0.3988,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Swisscom AG,Switzerland,3.7,54.7,33.3,25.4117,Telecommunication Services,6,57.92,19,7.4,60,17,6.63956044,58.88351648,18
Milacron Holdings Corp,US,3.3,54.7,0,1.0462,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Electrocomponents plc,UK,3.1,54.7,14.3,1.5158,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
ID Logistics Group,France,2.8,54.7,42.9,0.8127,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
ACADIA Pharmaceuticals Inc.,US,2.1,54.7,14.3,3.7344,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Cellular Biomedicine Group, Inc.",US,1.7,54.7,0,0.2102,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Alimentation Couche-Tard Inc.,Canada,13.8,54.6,27.3,25.387,Consumer Staples,7.41,59.11,21,7.4,60,17,7.662806089,60.97683653,17
NEWLINK GENETICS CORPORATION,US,8.5,54.6,12.5,0.3173,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
NCC AB,Sweden,8.4,54.6,33.3,2.5608,Industrials,7.44,60.22,17,7.4,60,17,5.673031026,55.85441527,35
"Dolby Laboratories, Inc.",US,7.6,54.6,11.1,4.9741,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"BJ's Restaurants, Inc.",US,7.6,54.6,11.1,1.0637,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
888 Holdings plc,UK,7,54.6,0,1.0114,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
PZ Cussons plc,UK,6.3,54.6,37.5,1.8335,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
AO World plc,UK,5.6,54.6,12.5,0.7551,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Pagegroup Plc,UK,5.4,54.6,28.6,1.3852,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"MobileIron, Inc.",US,5.3,54.6,0,0.2774,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Barry Callebaut AG,Switzerland,5.1,54.6,10,7.0159,Consumer Staples,7.41,59.11,21,7.4,60,17,6.63956044,58.88351648,18
"Marketo, Inc.",US,5.1,54.6,42.9,1.5773,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Hargreaves Lansdown plc,UK,5,54.6,20,7.8011,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
CSR Limited,Australia,4.5,54.6,33.3,1.4761,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
Moneysupermarket.com Group plc,UK,4,54.6,25,2.0411,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
U and I Group plc,UK,3.3,54.6,14.3,0.256,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Pacific Brands Ltd,Australia,2.7,54.6,42.9,0.7964,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.81913775,59.75394322,24
PrairieSky Royalty Ltd.,Canada,2,54.6,20,4.3922,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Millicom International Cellular S.A.,Luxembourg,1.1,54.6,12.5,5.7639,Telecommunication Services,6,57.92,19,7.4,60,17,6.711538462,57.51923077,14
"Rockwell Medical, Inc.",US,15.8,54.5,0,0.3983,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
J D Wetherspoon plc,UK,11.3,54.5,37.5,1.1377,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Suedzucker AG,Germany,7.7,54.5,20,4.8519,Consumer Staples,7.41,59.11,21,7.4,60,17,6.03255814,57.39255814,24
April,France,7.1,54.5,41.7,0.5092,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
EMS Chemie Holding AG,Switzerland,6.3,54.5,25,12.4527,Materials,6.88,60.08,16,7.4,60,17,6.63956044,58.88351648,18
ITE Group plc,UK,5.8,54.5,33.3,0.5387,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Debenhams plc,UK,5.3,54.5,20,0.9273,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Nimble Storage, Inc.",US,5.1,54.5,0,0.6391,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Communisis plc,UK,4.5,54.5,33.3,0.098,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Bilfinger SE,Germany,3.5,54.5,16.7,1.3485,Industrials,7.44,60.22,17,7.4,60,17,6.03255814,57.39255814,24
Regis Healthcare Ltd,Australia,3.3,54.5,16.7,1.1228,Health Care,7.13,60.28,16,7.4,60,17,5.81913775,59.75394322,24
NMC Health plc,UK,2.7,54.5,27.3,2.6216,Health Care,7.13,60.28,16,7.4,60,17,5.650285094,57.00678794,20
"NIVALIS THERAPEUTICS, INC.",US,2.7,54.5,0,0.0722,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
The J.G. Wentworth Company,US,2.4,54.5,0,0.0052,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Medley Management Inc.,US,2,54.5,0,0.0391,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Rallye,France,8.9,54.4,40,0.8717,Consumer Staples,7.41,59.11,21,7.4,60,17,6.58443621,56.8279513,38
Barloworld Ltd,South Africa,8.7,54.4,30.8,1.1604,Industrials,7.44,60.22,17,7.4,60,17,7.472007722,56.06949807,21
Colfax Corporation,US,7.9,54.4,12.5,3.5357,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Cornerstone OnDemand, Inc.",US,7.4,54.4,14.3,2.3766,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"BofI Holding, Inc.",US,7,54.4,0,1.0525,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"RigNet, Inc.",US,5.9,54.4,0,0.2392,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Porto Seguro SA,Brazil,5.8,54.4,14.3,2.7881,Financials,7.92,60.71,18,7.4,60,17,4.684322034,58.40042373,6
"Cheniere Energy, Inc.",US,5.7,54.4,20,9.3871,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Epizyme, Inc.",US,5,54.4,14.3,0.5614,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Hays plc,UK,4.9,54.4,25,2.168,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Statoil ASA,Norway,4,54.4,50,56.7476,Energy,7,60.92,12,7.4,60,17,4.604026846,53.98657718,42
"Daqin Railway Co., Ltd.",China,3,54.4,0,13.5527,Industrials,7.44,60.22,17,7.4,60,17,2.422264875,52.7696737,11
Blueprint Medicines Corp,US,2.2,54.4,11.1,0.5625,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Companhia Paranaense de Energia - COPEL,Brazil,2.1,54.4,0,2.2531,Utilities,6.4,59.97,21,7.4,60,17,4.684322034,58.40042373,6
Alcatel Lucent,France,1.9,54.4,33.3,13.6258,Information Technology,7.58,59.27,15,7.4,60,17,6.58443621,56.8279513,38
IMA S.p.A. (Industria Macchine Automatiche),Italy,13.5,54.3,23.1,2.2395,Industrials,7.44,60.22,17,7.4,60,17,6.869612069,57.98599138,25
Kingspan Group plc,Ireland,10.4,54.3,18.2,4.1612,Industrials,7.44,60.22,17,7.4,60,17,6.943396226,57.52830189,16
Marlin Business Services Corp.,US,10.2,54.3,0,0.219,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Stef,France,9.6,54.3,28.6,0.9615,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Ligand Pharmaceuticals Incorporated,US,8.6,54.3,0,2.6242,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
TalkTalk Telecom Group plc,UK,7.9,54.3,16.7,2.7968,Telecommunication Services,6,57.92,19,7.4,60,17,5.650285094,57.00678794,20
Glaukos Corporation,US,6.8,54.3,12.5,1.0225,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Gazprom PJSC,Russia,6.4,54.3,0,55.5002,Energy,7,60.92,12,7.4,60,17,4.133909287,51.47084233,6
Zotefoams plc,UK,6.3,54.3,33.3,0.1534,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Grindrod Ltd,South Africa,6.2,54.3,13.3,0.5893,Industrials,7.44,60.22,17,7.4,60,17,7.472007722,56.06949807,21
Sydbank A/S,Denmark,5.2,54.3,9.1,1.8771,Financials,7.92,60.71,18,7.4,60,17,5.618811881,54.96039604,27
"Arista Networks, Inc.",US,5.1,54.3,28.6,4.8033,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Whitbread plc,UK,5,54.3,40,8.9676,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Raiffeisen Bank International AG,Austria,4.8,54.3,26.7,3.8319,Financials,7.92,60.71,18,7.4,60,17,6.085201794,55.92825112,20
Cathay Pacific Airways Ltd,Hong Kong,4.4,54.3,5.9,6.2492,Industrials,7.44,60.22,17,7.4,60,17,9.783838384,61.74949495,13
